Label,Text
Sad,"mi, still, feeling, a, little, groggy, from, the, lack, of, sleep, so, i, shall, try, to, it"
Sad,"mi, going, through, life, feeling, now, rather, than, being, totally, numb"
Sad,"i, feel, unprotected, a, class, post, count, link, ref, HTTP, in, process"
Sad,"vie, missed, that, feeling, and, vie, missed, being, there, and, vie, missed, having, something, to, work, towards, that, keeps, my, focus, on, me, and, keeps, it, off, of, my, phone, and, the, potential, trouble, it, can, get, me, in"
Sad,"i, usually, like, SAM, but, sometimes, he, gets, downright, whiny, and, i, ll, admit, that, all, the, mistakes, he, made, due, to, sibling, and, pride, that, eventually, led, to, the, end, of, season, kind, of, made, me, feel, less, tragic, about, the, whole, thing"
Sad,"i, just, wish, okay, so, i, was, thinking, about, it, earlier, today, and, heres, the, thing, being, all, cooped, up, amp, restless, has, made, me, feel, so, needy"
Sad,"i, feel, like, a, useless, bastard"
Sad,"i, always, feel, a, bit, awkward, when, i, comment, on, someone, s, blog, because, i, go, on, rabbit, trails, and, feel, as, though, i, be, been, myself, so, i, d, like, to, tell, you, if, you, find, yourself, feeling, the, same, way, that, i, do, not, mind, in, the, slightest"
Sad,"i, woke, up, feeling, groggy, and, grumpy, and, like, the, last, thing, i, wanted, to, do, was, make, dinner"
Sad,"i, wake, up, feeling, like, something, bad, is, bound, to, happen, to, me, before, i, even, get, a, chance, to, stick, a, outside, of, my, covers"
Sad,"i, do, feel, like, vie, been, a, neglectful, friend, but, its, due, to, the, fact, that, i, feel, like, a, so, i, just, stay, away"
Sad,"i, did, not, know, this, i, could, not, look, out, upon, the, sea, and, sky, without, feeling, mildly, discontent"
Sad,"i, sit, here, feeling, drained, i, really, wonder, what, will, i, do, when, i, reach, that, point"
Sad,"vie, been, feeling, incredibly, inadequate, more, so, than, usual, and, its, gotten, to, a, point, where, i, almost, feel, by, it"
Sad,"mi, amazed, how, many, men, say, they, feel, unloved, if, the, house, is, messy, and, they, have, to, fix, their, own, dinner"
Sad,"i, feel, ugly, i, cover, myself, with, a, beautiful, blanket, in, a, make, believe, gown"
Sad,"i, don, t, want, to, tag, people, who, think, this, is, silly, but, if, there, are, people, out, there, who, want, to, be, i, would, t, want, to, make, them, feel, unwelcome"
Sad,"i, don, t, think, i, could, feel, more, idiotic, if, i, tried"
Sad,"mi, taking, is, allowing, me, to, get, sleep, which, is, wonderful, but, its, leaving, me, feeling, very, groggy, and"
Sad,"i, feel, an, unpleasant, drop, in, my, stomach, as, the, elevator, doors, open, at, my, floor"
Sad,"i, was, so, focused, on, my, heavy, breathing, my, even, the, drops, of, sweat, on, my, forehead, that, i, forgot, to, feel, socially, awkward"
Sad,"i, cant, help, feeling, this, way"
Sad,"i, entered, the, living, room, i, had, a, horrible, feeling, aching, in, the, depths, of, my, stomach"
Sad,"i, feel, quite, helpless, in, all, of, this, so, prayer, is, the, most, effective, tool, i, have, because, i, have, no, answers, and, there, is, nothing, else, i, can, offer, them, right, now"
Sad,"i, haven, been, feeling, homesick, knowing, they, were, all, getting, together, to, enjoy, my, mums, cooking, did, make, me, want, a"
Sad,"i, feel, ugly, and, hated"
Sad,"i, never, feel, depressed, because, my, cancer, and, i, have, learnt, to, live, and, sleep, with, each, other"
Sad,"i, grew, up, feeling, rejected, by, my, male, peers"
Sad,"i, feel, shitty, as, fuck"
Sad,"i, want, you, to, snap, out, of, it, and, simply, feel, simply, live, laugh, enjoy, this, life, no, matter, how, idiotic, it, is"
Sad,"i, feel, somewhat, fake, in, the, group"
Sad,"i, feel, like, mi, still, quite, bad, at, my, feelings, with, good, words, and, beautiful, phrases"
Sad,"i, feel, so, heartbroken, over, Paul, s, tragic, the, life, of, someone, so, generous, beautiful, and, talented, should, not, end, this, way, as, other, horrible, individuals, keep, on, living, assaulting, and, killing, people"
Sad,"i, get, people, asking, me, what, it, feels, like, to, be, the, most, hated, man, in, county, said, Steve"
Sad,"i, feel, bad, then, for, not, accepting, who, i, am"
Sad,"i, made, that, make, me, feel, dumb, and"
Sad,"i, feel, annoyingly, isolated, in, the, hostel, with, all, those, people, talking, outside, the, room, etc"
Sad,"i, feel, a, bit, dull, by, it, all"
Sad,"i, pull, out, one, of, my, favourite, books, to, make, myself, feel, miserable"
Sad,"i, feel, so, doomed, for, my, lex, finals, later"
Sad,"i, feel, kind, of, awkward, about, doing, this, here, goes"
Sad,"i, am, of, and, feeling, dull"
Sad,"i, am, not, feeling, too, bad, except, that, my, ribs, are, aching, and, i, have, a, pulled, muscle, in, my, shoulder, region, from, all, my, excruciating, hours, of, my, lungs, out, last, night"
Sad,"i, was, worried, that, maybe, she, was, sleeping, so, well, because, she, awns, t, getting, enough, milk, and, was, feeling, lethargic"
Sad,"i, feel, like, an, ugly, monster, where, i, can, not, show, who, i, really, am, i, seem, weird, or, just, an"
Sad,"i, feel, a, little, guilty, that, we, have, this, little, girl, from, home, and, in, our, arms, but, this, blog, continues, to, surround"
Sad,"i, feel, the, need, to, layer, on, fake, tan, for, a, night, out, to, give, me, a, bit, of, colour, my, clothes, do, it, for, me"
Sad,"i, feel, a, real, emotional, connection, to, the, ice, queen, from, the, north, now, that, you, have, revealed, that, runs, in, her, bloody, family"
Sad,"i, feel, quite, worthless, but, i, hear, that, that, is, pretty, normal, for, north, Americans, at, this, point"
Sad,"i, feel, so, bad, about, it, and, hes, stood, there, bewildered"
Sad,"mi, re, reading, that, sentence, and, feeling, foolish"
Sad,"mi, happy, but, i, feel, all, this, pressure, to, do, one, thing, or, another, amp, it, makes, me, unhappy"
Sad,"i, was, still, feeling, so, exhausted, from, my, workouts, on, Monday, and, Tuesday, that, all, i, did, was, go, for, a, walk, at, the, park, for, about"
Sad,"i, found, myself, feeling, inhibited, and, her, quite, a, lot"
Sad,"i, admit, that, i, am, jet, so, during, the, i, feel, groggy, almost, hung, over, while, at, night, when, everyone, is, in, and, a, light, pops, in, my, brain, and, i, into, the, ever, ready, bunny"
Sad,"i, often, throw, myself, into, work, when, i, m, not, with, them, that, same, from, last, week, if, i, feel, discouraged, the, way, i, move, is, to, offer, encouragement, to, others"
Sad,"i, feel, inside, this, life, is, like, a, game, sometimes, then, you, came, around, me, the, walls, just, nothing, to, surround, me, keep, me, from, my, fears, mi, unprotected, see, how, vie, opened, up, you've, made, me, trust, coz, vie, never, felt, like, this, before, mi, naked, around, you, does, it, show"
Sad,"i, have, no, energy, to, get, angry, or, upset, anymore, i, just, feel, a, little, resigned"
Sad,"i, am, feeling, so, emotional, about, your, brothers, arrival"
Sad,"i, feel, so, unloved, without, you, next, to, me, but, when, mi, with, you"
Sad,"i, was, learning, to, just, deal, with, the, nausea, amp, manage, the, of, it, at, work, trying, to, keep, anyone, from, knowing, but, my, sister, told, me, there, was, no, need, to, suffer, amp, feel, miserable, amp, to, call, my, dr, for, some"
Sad,"i, came, back, and, for, some, reason, my, mind, feels, blank"
Sad,"i, justified, in, feeling, slighted, or, am, i, just, being, ungrateful"
Sad,"i, feel, like, my, mind, is, blank, and, empty"
Sad,"i, couldn't, help, feeling, for, him, and, this, awful, he, lives, with, on, a, daily, and, nightly, basis, and, i, was, just, so, glad, that, once, started, to, see, the, light, he, stuck, it, out, and, stood, by, denial, whilst, no, one, else, did, including, his, family, who, mi, afraid, i, got, really, disgusted, with"
Sad,"i, feel, vie, ignored, it, too, long, this, year"
Sad,"i, too, feel, a, sense, of, melancholy, for, them"
Sad,"i, feels, so, lame"
Sad,"i, sometimes, feel, a, bit, unwelcome"
Sad,"i, never, feel, lonely, as, long, as, people, love, and, support, my, work"
Sad,"i, feel, so, exhausted, by, a"
Sad,"mi, very, hurt, and, i, feel, unimportant"
Sad,"i, do, when, i, feel, guilty, a, ref, HTTP"
Sad,"i, cause, extreme, worry, and, distress, ground, to, remember, you, forever, Mary, to, feel, unfortunate, time, intense, emotion, have, sexual, condescend, to, come, she, by, hand, puts, out, strength, mouth, font, let, cry, out"
Sad,"i, mean, i, feel, like, a, broke, record, sometimes"
Sad,"i, want, to, get, back, in, the, habit, of, blogging, about, all, the, cool, fun, things, mi, up, to, but, am, also, trying, to, get, out, of, this, of, only, writing, about, feeling, shitty"
Sad,"i, been, feeling, lousy, over, the, last, few, weeks, which, ended, up, with, a, trip, to, the, hospital, last, Saturday, which, put, a, on, the, wedding, anniversary"
Sad,"i, suck, up, is, the, boring, dull, town, and, the, feeling, being, missed, by, my, family, and, bf"
Sad,"i, feel, like, an, emotional"
Sad,"i, wake, up, in, morning, and, when, i, go, to, sleep, at, evening, i, feel, that, seed, voice, in, my, heart, that, is, screaming, out, from, my, empty, heart"
Sad,"i, feel, it, would, be, foolish, and, perhaps, a, little, to, consider, doing, the, long, race"
Sad,"i, mention, my, oldest, child, before, my, youngest, will, her, feelings, be, hurt"
Sad,"mi, sick, of, feeling, unimportant, like, nobody, needs, me"
Sad,"i, feel, like, i, have, gotten, rejected, by, him, over, and, over, again, from, the, time, i, have, met, him"
Sad,"i, feel, hated, in"
Sad,"i, do, feel, numb, but, only, because, i, have, so, many, fucking, feels, that, i, be, out, from, feeling, them"
Sad,"i, often, use, Disney, to, cheer, me, up, when, mi, feeling, low, and, these, past, couple, days, have, been, no, exception"
Sad,"vie, been, feeling, a, little, defeated, maybe, even, over, looked"
Sad,"i, can, say, is, that, as, long, as, you, enjoy, the, story, it, you, and, makes, you, feel, emotional, whether, it, be, sad, happy, angry, disgusted, or, just, plain, horny, then, who, really, gives, a, damn"
Sad,"i, font, know, whether, his, presence, is, the, reason, why, i, feel, more, homesick, for, the, UK, than, the, us, or, just, by, being, here, makes, me, miss, my, former, home"
Sad,"i, also, feel, this, conversation, could, quite, easily, into, another, about, images, and, objects, that, are, ugly, to, serve, the, purpose, of, being, ironic"
Sad,"i, font, want, to, make, this, blog, something, that, i, just, whine, on, all, the, time, but, i, feel, like, vie, been, beaten, with, a, two, by, four, or, something"
Sad,"i, feel, bad, for, them, for, wasting, their, time, and, effort, for, nothing"
Sad,"i, feel, embarrassed, enough"
Sad,"i, feel, sad, i, will, just, ignore, and, pretend, i, font, feel, anything"
Sad,"mi, not, feeling, sorry, for, myself, though, because, i, just, think, of, those, poor, people, whom, have, lost, their, lives, or, everything, they, have, due, to"
Sad,"i, stop, feeling, guilty"
Sad,"i, feel, kind, of, unwelcome, in, many, catholic, communities, but, i, hope, that, inst, the, case, here"
Sad,"i, was, feeling, rather, homesick, today, so, i, decided, to, make, a, list, of, typical, city, sight, that, might, come, in, use, should, you, decide, to, visit, largest, city"
Sad,"i, sit, in, the, same, hostel, i, did, nearly, two, months, ago, this, time, wearing, a, jacket, and, feeling, as, if, my, toes, might, be, a, little, numb, from, the, cold"
Sad,"i, feel, lost, without, you"
Sad,"i, now, mi, graduating, in, two, days, but, i, feel, so, sad, right, now"
Sad,"i, want, to, feel, less, stressed"
Sad,"i, feel, slightly, saddened, to, know, that, some, of, the, kids, have, also, resigned, during, my, absence"
Sad,"i, say, i, feel, alone, style, colour, line, height"
Sad,"mi, feeling, unimportant, or, sorry, for, myself, not, at, all"
Sad,"i, was, feeling, heartbroken, and, lonely, i, watched, my, second, younger, sibling, get, married, leaving, me, the, lone, single, adult, in, our, family"
Sad,"i, lost, a, few, pounds, but, i, also, started, to, feel, really, awful"
Sad,"i, am, feeling, a, bit, ungrateful, and, choose, to, correct, that"
Sad,"i, feel, like, such, a, when, the, customers, make, really, dull, and, stupid, jokes, that, mi, supposed, to, find, funny"
Sad,"i, feel, like, mi, a, pathetic, little"
Sad,"i, feel, like, damaged, goods, no, one, will, want, me, now"
Sad,"i, suppose, its, only, natural, that, id, start, to, feel, a, little, homesick, for, new, England, at, this, time, of, year"
Sad,"i, cant, help, but, think, if, id, just, shut, up, if, id, just, not, made, a, big, deal, of, what, was, essentially, two, adults, meeting, at, the, same, table, for, a, hot, then, perhaps, i, wouldn't, have, spent, the, of, the, weekend, feeling, like, a, stupid, shit"
Sad,"i, have, been, feeling, really, stressed, out, due, to, homework, and, my, studies, that, have, increased, rapidly, over, the, last, week"
Sad,"i, feel, pained, by, this"
Sad,"i, am, no, fan, of, the, current, president, i, am, a, conservative, and, it, made, me, feel, unwelcome"
Sad,"vie, heard, stories, about, Julie, treatment, before, now, but, this, is, the, first, time, i, seen, anything, in, print, and, it, makes, me, feel, deeply, ashamed, that, someone, who, stood, up, neglected, patients, and, their, families, can, become, so, isolated, in, her, own, community"
Sad,"i, feel, rejected, for, trying, to, find, my, path, to, a, stronger, relationship, and, bond, with, god"
Sad,"mi, much, more, peaceful, and, happy, when, the, house, is, clean, the, food, is, good, and, my, kids, rent, feeling, needy"
Sad,"i, feel, depressed, again"
Sad,"i, sat, up, to, embrace, them, and, realised, that, two, hours, spent, shaking, my, than, in, an, bar, celebrating, the, fact, i, am, one, year, closer, to, death, had, left, my, body, feeling, punished, and, my, normally, pink, feet"
Sad,"i, feel, so, humiliated, by, my, own, self"
Sad,"i, feel, the, earth, move, tribute, to, king, karaoke, mix, details, rel, no, follow, target, blank, see, more, details, compare, prices, mig, scr, HTTP, WWW"
Sad,"mi, the, only, one, with, all, the, feelings, and, emotions, and, thatch, just, pathetic, of, me, to, do, so"
Sad,"i, feel, defeated, but, its, okay, hah, aha, my, mid, term, holiday, was, good"
Sad,"i, want, to, say, i, feel, numb, but, if, i, was, numb, i, wouldn't, have, this, pain, and, i, probably, wouldn't, be, able, to, cry, so, much"
Sad,"i, feel, absolutely, devastated, that, is, being, pushed, to, her, limit, in, spite, of, the, great, we, seem, to, be, making, with, all, the, media, attention, lately"
Sad,"i, was, feeling, rejected, and, sad"
Sad,"i, feel, around, someone, the, more, idiotic, i, feel, hence, the, blabbering"
Sad,"i, ate, something, wrong, so, i, feel, terrible, all, day"
Sad,"i, feel, like, the, place, is, even, more, messy"
Sad,"i, believe, feeling, suffering, soul, growth, tells, of, an, ending, or, a, decline, or, a, change, of, direction, often, one, with, emotions, and, it, offers, one, possible, response, to, that, decline, or, change, moving, on"
Sad,"i, just, could, t, decide, what, to, feel, she, did, t, tell, me, and, then, she, blamed, me, because, i, never, told, her, it, would, be, like, that"
Sad,"i, still, feel, more, than, anything, else, humiliated, whenever, i, think, of, everything, that, s, happened"
Sad,"i, feel, like, i, finally, want, to, write, about, one, of, my, vain, hobbies, makeup"
Sad,"i, regularly, feel, embarrassed, about"
Sad,"i, checked, the, baby, heartbeat, and, continued, to, feel, him, moving, so, besides, feeling, terrible, i, was, at, peace"
Sad,"i, really, feel, like, having, my, own, space, anymore, is, a, really, vain, idea"
Sad,"i, did, t, binge, at, all, during, the, weekend, and, had, more, energy, to, clean, the, house, something, i, had, put, off, for, weeks, even, if, these, pills, did, t, really, make, me, lose, any, weight, i, wanted, them, because, i, hardly, felt, the, need, to, eat, and, did, t, feel, totally, and, completely, exhausted"
Sad,"i, can, reasonably, that, my, grandfather, did, also, love, my, mother, but, that, does, t, the, lifetime, of, damage, that, the, feeling, of, being, unloved, and, unwanted, created, in, her"
Sad,"i, feel, embarrassed, for, not, having, lost, weight, again, and, mi, afraid, that, another, week, of, disappointing, news, at, the, scale, will, cause, people, to, give, up, on, me, and, stop, following, the, blog"
Sad,"i, feel, a, little, guilty, that, i, am, not, doing, the, same, and, as, i, contemplate, going, back, to, get, some, money, the, begin, to, enter, the, room"
Sad,"i, feel, pathetic, that, i, can, hardly, go, a, whole, day, not, talking, to, him"
Sad,"i, have, faith, in, power, and, i, accept, everything, and, all, occurring, in, life, sometimes, like, today, it, really, makes, me, feel, very, very, dull, and, i, start, crying"
Sad,"i, want, you, to, feel, just, as, humiliated, as, you, made, me, feel, in, school"
Sad,"i, feel, like, i, just, doomed, myself"
Sad,"i, felt, so, bad, for, the, bad, grade, and, feeling, like, having, to, hide, it, that, i, dint, know, what, to, say, except, to, in, all, my, frustration, that, i, hated, school"
Sad,"i, feel, so, fucking, low"
Sad,"i, don, t, know, how, i, feel, about, my, submissive, learning, how, to, use, a"
Sad,"i, love, you, to, me, actually, made, me, feel, dismayed, and, disappointed"
Sad,"i, feel, so, drained, at, the, end, of, a, novel, because, i, try, my, very, hardest, to, get, something, from, it, that, will, change, and, impact, my, life"
Sad,"i, hate, feeling, alone, too"
Sad,"i, would, call, success, and, i, was, feeling, pretty, depressed, about, the, state, of, clothes"
Sad,"i, feel, sew, lonely"
Sad,"i, also, feel, the, is, messy"
Sad,"vie, been, feeling, sort, of, depressed"
Sad,"i, felt, abandoned, for, what, seemed, like, the, time, in, my, life, and, i, spent, the, last, several, days, feeling, sorry, for, myself, when, i, should, have, been, picking, myself, up, in, order, to, help, my, friends"
Sad,"i, will, remember, to, come, to, you, when, i, feel, beaten, and, depressed, because, in, faith, only, can, we, truly, be"
Sad,"i, feel, kinda, lousy, about, myself"
Sad,"i, feel, like, mi, boring, sometimes, mi, okay, with, that"
Sad,"vie, been, having, again, vie, been, feeling, depressed, and, for, the, three, four, days, i, was, sticking, to, my, old, sleeping, pattern, i, was, feeling, pretty, great, not, the, best, but, better, than, normal"
Sad,"i, feel, like, life, is, so, vain"
Sad,"mi, starting, to, feel, really, pathetic, giving, the, of, my, enthusiasm, these, days, to, the, guardianship, us, weekly, and, marathons, and, completely, ignoring, this, blog"
Sad,"i, really, wish, i, had, more, time, to, explore, twitter, as, i, feel, like, i, lost, a, lot, of, time, learning, how, to, use, the, site"
Sad,"i, went, to, training, feeling, very, disheartened"
Sad,"i, felt, really, bad, because, and, i, have, always, had, an, amazing, time, in, la, and, i, could, feel, that, she, was, disappointed, that, this, trip, was, not, turning, out, to, be, as, fun, and, amazing, as, it, could, have, been"
Sad,"i, feel, like, my, life, has, been, taken, over, by, a, video, game, and, mi, doomed, to, repeat, the, same, set, of, circumstances, over, and, over, again, until, i, collect, all, of, the, special, powers, knowledge, and, treasures, to, finally, advance, me, to, the, next, level"
Sad,"i, feel, like, i, m, the, one, being, punished"
Sad,"i, feel, less, stress, about, doing, pretty, much, any, unpleasant, obligation, in, life, because, i, know, that, i, will, allow, myself, to, mix, it, with, things, i, enjoy, running, baking, climbing, coffee, with, girlfriends, cuddling, with, my, dog, reading, a, book"
Sad,"i, could, t, tell, if, he, was, sick, injured, or, just, feeling, generally, awful, but, he, climbed, into, the, team, car, and, abandoned, the, race, right, there, with, snapping, away, on, their, phones"
Sad,"i, am, or, who, i, m, with, i, always, feel, alone"
Sad,"i, come, home, i, am, usually, feel, drained, and, exhausted"
Sad,"i, feel, and, talk, like, a, disadvantaged, child, and, am, waiting, for, half, my, face, to, come, back, to, me"
Sad,"i, was, feeling, emotional, crying, for, no, apparent, reason, but, at, the, time, it, feels, like, the, world, is, ending"
Sad,"i, feel, lonely, and, sad, when, i, can, not, talk, to, you, during, the, day, while, i, get, a, moment, at, my, desk"
Sad,"i, feel, rejected, and, i, cant, find, what, vie, left, behind"
Sad,"i, feel, like, i, cant, have, dirty, dishes, up, laundry, about, or, toys, everywhere"
Sad,"i, feel, completely, burdened, with, my, own, intelligence"
Sad,"i, cant, think, of, any, emotional, state, that, is, worse, than, feeling, generally, worthless, and"
Sad,"i, feel, fake, because, i, think, if, you, really, want, to, have, a, good, conversation, and, make, good, contact, you, have, to, appear, especially, self, confident, and, even, risk, talking, to, some, people, which, are, no, good, to, talk, to, at, all, until, you, meet, one, person, which, you, have, a, good, connection, to"
Sad,"mi, feeling, depressed, again"
Sad,"i, feel, i, feel, drained, i, feel, as, if, talking, to, others, will, finish, all, my, strength"
Sad,"i, was, also, feeling, unimportant"
Sad,"mi, just, feeling, listless, and, bored, or, something"
Sad,"i, forgive, myself, for, accepting, and, allowing, myself, to, have, the, feeling, that, i, am, going, to, get, punished, for, doing, something, wrong"
Sad,"i, also, feel, lethargic, and, again"
Sad,"i, don, t, feel, like, i, should, be, punished, to, carry, this, burden, even, though, i, have, been, for, four, years, now"
Sad,"i, am, only, providing, the, link, as, a, courtesy, to, its, author, but, it, was, all, about, stuff, that, was, either, before, my, time, or, i, never, experienced, even, if, i, lived, when, it, was, available, so, i, could, t, feel, emotional, about, any, of, it"
Sad,"i, have, a, feeling, i, kinda, lost, my, best, friend"
Sad,"vie, had, a, few, rough, days, since, then, and, in, the, midst, of, crying, and, dealing, and, feeling, just, so, defeated, and, emotional, i, put, my, coat, on, and, curled, up, and, created, this, safety, nest, inside, my, coat"
Sad,"i, am, really, hurt, and, i, feel, unimportant, and, that, sucks"
Sad,"i, exhausted, and, feeling, a, little, morose, but, now, mi, livid, on, top, of, everything, else"
Sad,"mi, alone, in, this, apartment, i, get, this, overwhelming, feeling, like, mi, being, watched, and, that, mi, unwelcome"
Sad,"i, got, the, guinea, pigs, when, i, lived, in, a, tiny, flat, in, London, and, was, feeling, pretty, depressed, about, life"
Sad,"i, had, come, to, the, bad, feelings, with, bad, behaviour, and, this, only, continued"
Sad,"i, know, is, that, she, s, here, and, i, m, so, thankful, for, her, warm, loving, and, peaceful, presence, i, feel, when, my, anger, or, feelings, of, discontent, and, frustration, up"
Sad,"i, don, t, know, if, this, helps, at, all, but, writing, all, of, this, has, made, me, feel, somewhat, regretful, of, ashamed, of, who, i, was, and, while, i, have, more, to, share, i, just, don, t, think, i, can, right, now"
Sad,"i, have, not, conducted, a, survey, but, it, is, quite, likely, that, many, of, them, feel, as, assaulted, by, s, demons, and, other, as, i, would, have, felt, had, the, walls, been, covered, only, with, figures, heroes, and, epic"
Sad,"mi, not, nog, an, lie, i, was, kinda, sad, and, down, and, feeling, pretty, lonely"
Sad,"i, never, told, my, boyfriend, or, his, parents, and, i, do, remember, feeling, embarrassed, and, maybe, even, a, little, ashamed"
Sad,"mi, feeling, completely, idiotic, by, not, being, to, contribute"
Sad,"i, always, feel, so, helpless, during, times, of, disaster, but, i, feel, a, little, better, knowing, that, even, a, few, dollars, can, make, a, difference, for, someone, in, need"
Sad,"i, think, most, interactions, in, person, are, probably, fine, respectful, and, polite, that, the, ladies, don, t, feel, abused"
Sad,"vie, have, chosen, to, walk, with, Jesus, and, maybe, mi, feeling, a, bit, miserable, mi, going, to, suck, it, up, and, think, about, these, three, dudes"
Sad,"i, feel, drained, at, least, now, i, have, something, to, look, forward, to"
Sad,"i, don, t, feel, i, can, ask, him, what, feels, like, a, dumb, question"
Sad,"i, give, up, from, my, goals, if, i, feel, them, boring"
Sad,"i, dint, make, it, to, my, weight, meeting, feeling, guilty, i, made, sure, i, had, a, healthy, breakfast, of, yoghurt, and, fruit"
Sad,"i, left, the, theatre, i, ran, my, hand, sadly, over, the, red, backs, of, the, seats, in, front, of, me, feeling, almost, mournful, that, i, wast, going, to, be, back, for, a, long, time"
Sad,"i, suspect, much, of, the, country, feels, after, the, tragic, events, of, last, week"
Sad,"i, feel, about, these, individuals, but, that, opening, line, shows, how, inadequate, simple, words, can, be"
Sad,"vie, been, too, deep, down, in, the, swimming, in, waters, tortured, by, fear, feeling, lonely, and, lost"
Sad,"i, came, across, something, which, made, me, feel, lousy"
Sad,"i, forgive, myself, that, i, have, accepted, and, allowed, myself, to, think, that, as, i, am, writing, this, blog, that, someone, will, feel, sorry, for, me, give, me, some, sympathy, and, tell, me, i, am, right"
Sad,"i, am, only, too, well, aware, of, the, strength, of, feeling, that, this, house, holds, about, the, tragic, and, deaths, of, so, many, men, women, and, children"
Sad,"i, regret, it, because, i, feel, shitty, that, i, cant, enjoy, things, if, mi, alone, i, ended, up, seeing, my, brother, afterwards, who, was, in, with, his, new, girlfriend, and, wanted, to, see, me, as, well, as, introduce, me, to, her"
Sad,"i, feel, such, duties, are, unimportant, to, our, profession, i, just, am, not, qualified, to, discuss, all, of, them"
Sad,"i, for, comfort, the, of, a, book, whose, plot, i, already, know, is, easier, to, deal, with, when, mi, feeling, stressed, than, a, new, to, me, book, with, all, its"
Sad,"i, love, it, but, sometimes, i, feel, exhausted"
Sad,"mi, feeling, crappy, ill, fish, for, compliments, like, any, other, girl"
Sad,"i, feel, burdened, and, stuck, in, the, centre, of, a, dark, tunnel"
Sad,"i, feel, like, i, look, like, a, miserable, heap"
Sad,"i, really, feel, like, i, am, useless, in, this, world"
Sad,"mi, feeling, really, terrible, about, it, because, my, has, also, come, to, a, halt, as, well"
Sad,"i, maintain, that, these, feelings, should, be, repressed, not, expressed"
Sad,"i, my, feelings, towards, the, pathetic, excuse, of, a"
Sad,"hello, my, brother, is, battling, from, cancer, and, the, doctors, need, to, perform, marrow, and, we, need"
Sad,"i, feel, like, i, m, always, the, one, getting, punished, for, stupid, things, and, i, feel, like, i, m, being, for"
Sad,"i, feel, discouraged, why, should, the, come, why, should, my, heart, be, lonely, and, long, for, heaven, heaven, and, home, when, when, Jesus, is, my, portion, my, constant, friend, is, he, oh, his, eye, is, on, the, and, i, know, he, watches, watches, it, over, me"
Sad,"i, am, still, feeling, a, bit, dull, from, the, loss, of, sleep, and, am, trying, to, sleep, in, each, morning, as, possible"
Sad,"i, first, started, using, this, i, did, not, like, it, because, i, felt, like, it, made, my, hair, feel, very, dirty, even, though, i, had, just, washed, my, hair"
Sad,"mi, feeling, sentimental, or, in, need, of"
Sad,"vie, ever, read, that, explains, why, i, feel, this, way, all, the, time, and, me, that, mi, not, just, defective, somehow"
Sad,"i, tried, adding, in, any, other, type, of, cheese, and, we, re, talking, small, i, was, right, back, to, feeling, shitty"
Sad,"i, feel, terrible, when, i, hurt, peoples, feelings, worse, afterwards, and, i, always, hope, never, to, do, it, again"
Sad,"i, grew, up, feeling, ugly, and, inadequate"
Sad,"i, feel, such, a, sense, of, accomplishment, after, being, embarrassed, by, these, clothes, and, prepared, to, either, donate, them, to, a, charity, or, throw, them, out"
Sad,"i, know, that, i, feel, awful, when, i, ask, my, husband, to, watch, just, long, enough, for, me, to, take, a, shower"
Sad,"i, feel, the, pain, in, my, its, oh, so, vain, am, i, insane"
Sad,"mi, a, little, concerned, that, ill, look, up, one, day, and, all, the, leaves, will, be, on, the, ground, and, ill, feel, like, i, missed, it"
Sad,"when, i, heard, the, last, regulation, of, the, socialist, concerning"
Sad,"i, feel, so, awful, she, said"
Sad,"i, feel, extremely, gloomy, and, confused"
Sad,"i, feel, worthless, and, pointless, and, i, feel, like, everyone, third, wheel, not, even, second"
Sad,"mi, really, happy, but, i, just, feel, exhausted"
Sad,"i, feel, a, kind, of, dull, grief, over, it"
Sad,"i, don, t, feel, the, least, bit, unwelcome, in, my, party, and, my, views, are, not"
Sad,"i, don, t, know, about, you, but, sometimes, i, feel, that, the, world, is, troubled, deeply, troubled"
Sad,"i, felt, confused, me, sometimes, that, makes, me, feel, useless"
Sad,"i, am, left, feeling, heartbroken, about, losing, that, child, and, then, guilty, because, my, parenting, and, wife, ING, has, been, so, far, below, for, the, last, months"
Sad,"i, feel, horrible, now, as, a, result"
Sad,"i, never, been, feel, this, this, humiliated, in, life"
Sad,"i, exist, for, does, my, existence, even, mean, anything, to, anyone, apart, from, my, family, i, always, wonder, about, my, existence, and, the, fuck, now, i, feel, so, dumb, vie, never, thought, about, the, purpose, of, it"
Sad,"i, start, working, full, time, next, week, where, i, m, currently, at, and, i, m, feeling, a, bit, ungrateful, at, the, moment"
Sad,"i, remain, hopeful, that, the, feeling, i, have, is, actually, excitement, a, long, missed, friend"
Sad,"i, want, to, be, healthy, and, happy, so, badly, that, the, fact, that, i, am, healing, and, without, my, leg, is, making, me, feel, useless, not, empty"
Sad,"i, got, off, the, phone, feeling, numb"
Sad,"i, feel, like, my, efforts, are, all, in, vain, and, continuing, to, pursue, them, will, only, me, down, the, road"
Sad,"i, feel, so, much, boring, with, my, straight, hair, for, all, over, years, hah"
Sad,"i, feel, rotten, but, no, amount, of, suggesting, that, losing, a, sense, of, smell, is, a, terribly, experience, for, a, wine, person, seems, to, convince, people, that, i, might, not, actually, live, to, feel, good, again"
Sad,"i, either, have, to, feel, submissive, and, as, such, agree, to, taking, pain, for, someone, or, there, has, to, not, be, an, option, presented"
